Q1,Q2,Age,Gender,Education,Race,Income,Health,PRAC1,PRAC2,PRAC3,0_5_95,0_10_90,0_15_85,0_20_80,0_25_75,0_30_70,0_35_65,0_40_60,0_45_55,CATCH1,CATCH2,0.5_5_95,0.5_10_90,0.5_15_85,0.5_20_80,0.5_25_75,0.5_30_70,0.5_35_65,0.5_40_60,0.5_45_55,CATCH1,CATCH2,n0.5_5_95,n0.5_10_90,n0.5_15_85,n0.5_20_80,n0.5_25_75,n0.5_30_70,n0.5_35_65,n0.5_40_60,n0.5_45_55,CATCH1,CATCH2,5_5_95 ,5_10_90,5_15_85,5_20_80,5_25_75,5_30_70,5_35_65,5_40_60,5_45_55,CATCH1,CATCH2,n5_5_95,n5_10_90,n5_15_85,n5_20_80,n5_25_75,n5_30_70,n5_35_65,n5_40_60,n5_45_55,CATCH1,CATCH2,Q241,Q243,Q245,Q247,Q249,Q251,Q173,Q174,Q175,Q176,Q177,Q177_5_TEXT,Q178,Q179,Q179_6_TEXT,Q11,Q13,Q15,Q17,Q19,Q21,Q23,Q25,Q27,Q199_1,Q199_2,Q199_3,Q199_4,Q199_5,Q199_6,Q201_1,Q201_2,Q201_3,Q201_4,Q201_5,Q201_6,Q203_1,Q203_2,Q203_3,Q203_4,Q203_5,Q203_6,Q204_1,Q204_2,Q204_3,Q204_4,Q204_5,Q204_6,Q211,Q213,Q215,Q217,Q219,Q221,Q223,Q225_1,Q225_2,Q227,Q229,Q231,Q233,Q235,Q237,Q224,Q226,Q228,Q230,Q232,Q234,Q236,Q238,Q240,Q242,Q245,SC0,opp,rid,RISN,Q_TotalDuration,collection,rnid,study,PID,psid,K2,med,gc,term,block,LABottomIndex,GSTopIndex,LALow,Enter Embedded Data Field Name Here...,LAHigh,LAScore,InconsistentRange,LS
2,2,43,1,5,1,8,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,4,5,3,4,4,4,1,Unsure,Unsure,5,1,,2,1,,7,1,7,2,,,,,,3,2,3,2,3,3,1,1,3,3,1,3,2,2,2,2,2,4,2,4,2,4,1,1,500,100,0.1,3,2,2%,2%,10,100,Unknown,5,1,9%,64,3,5,5,5,5,5,5,5,5,5,4,1/10/57,5,Qual2331-0715RandomizerN200,,,634,new,,,1501053008,KgdVRtFeTWz6FF2Fjnxv1w**,76664,2.26E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,18,2,6,1,16,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,2,4,4,4,3,2,1,2,850,3,4,,2,2,,6,2,5,2,,,,,,3,2,3,2,4,1,2,2,3,4,2,3,2,2,3,2,1,3,2,3,2,3,2,1,500,10,0.1,3,2,2%,2 in 100,10,100,80 out of 100,5,1,90%,64,1,4,4,5,4,5,4,4,5,4,3,1/12/82,2,Qual2331-0715RandomizerN200,,,642,new,,,1502069397,KgdVRtFeTWz9TSnuluTxAA**,76664,2.26E+13,1,,4,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,43,1,4,1,10,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,4,1,4,4,3,3,1,2,8500,3,2,,2,2,,1,4,7,1,2,2,,1,,3,1,2,2,1,1,1,2,1,4,2,2,2,2,1,2,2,3,1,2,2,3,1,1,500,10,1,3,2,2,1 in 50,10,100,80,5,1,2,64,2,4,3,4,3,5,4,4,4,4,4,4/16/60,5,Qual2331-0715RandomizerN200,,,853,new,,,1506944493,KgdVRtFeTWwQQkMwpO-ZaA**,76664,2.26E+13,1,,4,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,29,1,2,3,3,3,1,2,1,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,1,1,100,4,3,,2,4,,4,1,7,2,,,,,,5,3,5,4,4,4,3,3,5,4,3,4,3,3,3,2,3,4,4,5,3,4,4,3,360,900,33,2,2,2,200,25,250,80,5,2,8,10,2,6,4,6,5,4,5,4,4,4,4,2/12/71,3,Qual2331-0715RandomizerN200,,,524,new,,,1543281102,KgdVRtFeTWyr3yYo8l_qnQ**,76664,2.32E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,44,1,3,1,5,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,1,1,4,4,4,4,1,1,25000,4,1,,2,2,,7,3,7,1,2,5,,1,,4,1,4,1,4,1,4,1,4,4,1,4,1,1,4,1,1,4,1,4,1,4,1,1,500,10,1,3,2,2,2,10,100,2,2,1,50,25,2,1,1,3,1,3,1,6,6,5,3,7/3/56,5,Qual2331-0715RandomizerN200,,,552,new,,,1525396254,KgdVRtFeTWzeTe4iGGq5wA**,76664,2.29E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,37,2,3,1,3,4,1,2,1,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,4,1,7,69000,4,2,,2,1,,3,3,3,2,,,,,,3,3,4,2,3,2,3,3,3,3,3,3,2,3,3,3,2,4,1,4,3,4,2,2,500,10,1,3,2,2%,2 in 100 in 10 years,10,100,80,5,1,0.09,128,3,3,3,3,3,3,3,3,3,3,3,9/12/62,4,Qual2331-0715RandomizerN200,,,845,new,,,1502052727,KgdVRtFeTWyiP3FuQ85R7w**,76664,2.26E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,43,1,4,1,3,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,4,4,1,1,20000,4,2,,2,2,,3,5,5,1,1,2,,1,,2,3,2,2,2,1,1,3,1,3,3,4,1,2,2,3,1,4,2,2,1,3,2,5,500,10,0.1,3,2,2%,2 in 100,10,1,80,5,1,18 of 100,64,1,5,5,4,5,5,5,5,4,3,4,11/28/56,5,Qual2331-0715RandomizerN200,,,920,new,,,1502477742,KgdVRtFeTWxB9ax-mbwHIQ**,76664,2.26E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,11,2,3,3,3,5,2,1,2,2,2,2,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,1,1,P,2,2,,2,3,,7,7,3,2,,,,,,3,3,3,2,3,4,4,4,4,4,2,2,2,3,3,4,3,3,4,4,4,4,4,4,1,1,1,2,1,A,A,10,100,80,5,1,0,0,2,3,3,4,4,3,3,3,3,3,3,6/30/89,2,Qual2331-0715RandomizerN200,,,357,new,,,1505683767,KgdVRtFeTWzk3wmtPw4LSw**,76664,2.26E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,57,2,3,1,3,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,2,5,1,1,25 K,4,2,,2,2,,2,1,7,2,,,,,,4,1,3,2,4,2,3,3,2,4,2,3,2,3,1,4,1,4,1,5,1,5,3,1,500,10,1,2,2,2%,2,10,10,80%,5,1,9,64,1,3,3,3,3,3,3,4,2,3,3,12/15/43,6,Qual2331-0715RandomizerN200,,,1114,new,,,1504837567,KgdVRtFeTWxdJzGQqgehZg**,76664,2.26E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,30,2,4,1,8,3,1,2,1,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,3,3,1,1,2000,4,2,,2,5,,3,3,6,2,,,,,,2,3,2,4,3,4,2,2,2,2,4,4,2,2,2,3,2,3,3,3,3,2,2,2,500,1,1,3,2,2,2,10,100,80,1,1,90,128,3,5,4,4,4,5,3,4,1,3,2,6/28/70,3,Qual2331-0715RandomizerN200,,,566,new,,,1501064790,KgdVRtFeTWyzdIai4JpKzQ**,76664,2.26E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,33,2,5,1,8,3,1,2,2,2,1,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,3,1,unknown,unknown,3,2,,2,6,market,2,4,3,1,1,1,,1,,2,2,2,2,2,2,1,3,2,2,1,4,2,2,1,1,2,2,2,3,2,3,1,1,500,10,0.01,3,2,2% in ten years,2 in 100 years,10,100,2 out of 10,5,1,50%,64,3,4,4,4,3,3,4,3,3,3,3,2/15/67,4,Qual2331-0715RandomizerN200,,,666,new,,,1504699378,KgdVRtFeTWypClyvlReGQQ**,76664,2.26E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,37,1,5,1,5,3,1,2,2,,,,,,,,,,,,2,2,1,2,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,2,5,5,1,don't recall,don't recall,4,2,,2,4,,5,1,6,1,10,"1,3",,1,,2,3,2,2,4,2,2,1,3,3,1,4,2,4,4,3,1,3,2,4,2,3,1,2,500,10,1000,3,2,2%,1 in 50 in ten years,10,100,one out of five,5,1,9 out of 10,64,3,5,4,5,5,6,4,4,4,4,2,12/28/62,4,Qual2331-0715RandomizerN200,,,729,new,,,1504697850,KgdVRtFeTWz1gm38Mhs82Q**,76664,2.26E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,59,1,4,1,9,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,3,5,3,5,3,5,1,1,1000,4,5,bankrupt,2,6,not much money,4,1,7,2,,,,,,4,1,3,1,2,1,3,1,3,4,3,4,2,2,2,1,1,5,1,4,2,4,3,1,500,10,100,3,2,2,2,10,100,80,0.005,1,1,7,1,5,5,5,5,5,5,3,5,5,3,8/5/40,6,Qual2331-0715RandomizerN200,,,1051,new,,,1505540549,KgdVRtFeTWyT5ip_G_kcJg**,76664,2.26E+13,1,,4,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,17,2,5,1,3,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,3,3,4,4,4,3,1,1,Not sure,4,1,,2,2,,4,4,7,1,1,4,,"1,5",Investment wrbsire,3,4,2,5,3,3,1,3,2,2,3,4,2,2,2,4,1,3,1,4,4,3,1,5,500,1,0.01,3,2,2,1 in 200,10,100,20,50,1,1 on 10,124,1,5,4,4,4,5,3,5,5,5,4,10/7/82,2,Qual2331-0715RandomizerN200,,,511,new,,,1501817905,KgdVRtFeTWxMvWQgffm2tQ**,76664,2.26E+13,1,,4,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,59,1,5,1,7,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,2,2,1,2,4,4,3,3,4,4,1,once,"$5,000 ",4,1,,2,6,price of oil went down,7,1,7,2,,,,,,4,1,4,2,4,2,2,1,4,4,4,3,3,3,2,2,1,4,1,4,1,4,3,1,50,10,0.0001,3,2,2%,1 in 50,10,1001,80%,5,1,10%,64,3,4,4,4,2,4,3,5,5,5,4,1/4/41,6,Qual2331-0715RandomizerN200,,,2103,new,,,1539789054,KgdVRtFeTWwYy5D7a0pXNQ**,76664,2.31E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,16,1,1,4,6,5,1,2,1,2,2,1,1,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,3,3,1,1,1000,2,2,,2,1,,5,3,7,2,,,,,,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,4,2,3,2,4,3,1,500,100,0.1,3,2,2,2,10,100,20%,5,2,The second option,64,3,3,4,4,4,4,4,3,4,3,3,1/18/84,2,Qual2331-0715RandomizerN200,,,1330,new,,,1521143967,KgdVRtFeTWyEzVJJBzti4g**,76664,2.29E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,58,2,3,1,7,4,1,1,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,2,3,3,1,1,"10,000",5,4,,2,2,,4,1,7,2,,,,,,2,2,2,2,3,2,2,1,2,3,2,2,1,1,2,2,2,2,1,3,2,3,2,1,600,100,1,3,2,2,2,10,100,80,5,1,does not have,100,3,1,1,1,1,1,1,1,1,4,2,11/13/41,6,Qual2331-0715RandomizerN200,,,1168,new,,,1503897717,KgdVRtFeTWw_1KMKCrDH1A**,76664,2.26E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,24,2,3,1,9,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4,4,1,2,100,3,3,,2,2,,5,1,7,2,,,,,,2,3,3,3,2,2,2,3,2,4,2,3,2,2,2,3,1,4,2,4,2,4,3,2,500,10,5,3,2,2,2,10,100,20,100,1,10,6,2,4,1,3,4,5,4,2,3,4,2,8/29/75,3,Qual2331-0715RandomizerN200,,,1667,new,,,1128472768,KgdVRtFeTWz9OLkDn65IJg**,76664,1.70E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,43,2,5,1,16,5,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,1,1,2,2,1,2,,,,,,,,,,,,1,5,5,5,5,5,1,1,"10,000",4,1,,2,1,,3,1,7,2,,,,,,5,1,4,2,4,2,4,1,4,4,4,3,2,3,3,3,1,4,1,4,1,4,4,2,500,10,1,3,2,2 percent2 in ,2 in 200,10,100,80 percent 10,10,1,9,64,3,1,1,1,1,1,1,2,5,5,3,11/13/56,5,Qual2331-0715RandomizerN200,,,899,new,,,1589275261,KgdVRtFeTWwVSnxB9s17sw**,76664,2.39E+13,1,,4,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,45,2,2,1,2,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,4,2,1,1,3500,4,4,,2,2,,1,4,3,1,2,2,,1,,4,2,4,3,4,2,1,2,1,3,2,3,1,3,3,3,1,4,1,5,2,4,2,3,500,10,1,3,2,2%,2,90,900,2 out of 10,5,1,yes she has a tumor,64,1,3,3,3,3,2,2,3,4,4,4,2/19/55,5,Qual2331-0715RandomizerN200,,,1452,new,,,1526430794,KgdVRtFeTWwqSlzL8k_Wrw**,76664,2.29E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,56,1,2,1,10,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,3,3,1,1,"$15,000 ",4,3,,,4,,4,2,6,1,1,"2,5",,"1,2",,4,1,4,2,4,2,3,2,4,4,3,2,2,2,3,2,2,4,1,4,2,4,3,1,500,10,0.01,3,2,2% in 10 years,1 in 50 in 19 years,10,100,80 out of 100,5,1,9 out of 10 or 90%,64,1,5,5,5,5,5,5,6,4,5,4,7/21/44,6,Qual2331-0715RandomizerN200,,,2186,new,,,1504443793,KgdVRtFeTWzU94abtWhqDw**,76664,2.26E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,30,1,5,1,16,5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,4,4,4,4,3,3,1,1,5000,4,2,,2,2,,4,1,7,2,,,,,,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,1,500,1,1,2,2,2,1 200,10,100,20,500,1,25,30,1,4,3,4,4,4,4,4,4,3,4,10/10/70,3,Qual2331-0715RandomizerN200,,,389,new,,,1502117609,KgdVRtFeTWyJNQ86uKGDXw**,76664,2.26E+13,1,,4,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,38,2,3,1,6,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,4,3,4,3,3,3,1,2,Donâ€™t remember,5,1,,2,1,,4,3,7,1,1,,,,,5,1,4,1,4,1,4,1,4,5,4,3,3,3,3,1,1,4,2,4,1,5,4,1,500,10,10,3,2,Donâ€™t know,Donâ€™t know,Not sure ,Not sure,Donâ€™t know,5,1,10,5,2,2,2,2,2,2,2,2,2,2,2,7/14/62,4,Qual2331-0715RandomizerN200,,,893,new,,,1502451229,KgdVRtFeTWwuBN7w_zT8Qg**,76664,2.26E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,62,2,4,1,6,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,4,2,1,unknown,$5:00,4,5,,2,6,,4,3,7,2,,,,,,4,2,4,2,4,2,2,2,4,2,4,3,2,3,2,2,2,4,2,4,3,2,3,2,500,1,1,3,2,4-Jan,10-Jan,1,10,10,5,2,10,5,1,2,2,4,2,2,3,2,3,4,3,7/6/38,7,Qual2331-0715RandomizerN200,,,793,new,,,1501047700,KgdVRtFeTWzhF07kG4FBxA**,76664,2.26E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,65,1,3,1,6,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,4,1,1,3000,2,1,,2,2,,6,1,7,2,,,,,,4,1,3,1,4,1,4,1,3,4,1,3,1,1,1,1,1,4,1,5,1,5,3,1,500,10,10,3,2,2%,2%,10,100,80,5,1,100%,64,1,4,4,4,4,4,4,3,3,4,3,2/13/35,7,Qual2331-0715RandomizerN200,,,1444,new,,,1079293291,KgdVRtFeTWz8WWCaIVXP-g**,76664,1.62E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,23,2,3,2,3,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,4,4,4,4,4,2,1,1,500,3,1,,2,6,Family  member,7,1,7,2,,,,,,3,4,2,4,2,3,1,1,5,3,3,5,4,2,1,1,1,2,3,3,2,3,5,5,220,10,2,3,3,2,2,1,10,5,50,1,90,1,3,4,5,6,5,6,6,6,6,5,5,4/13/77,3,Qual2331-0715RandomizerN200,,,850,new,,,1609921498,KgdVRtFeTWz2rXuCeeP0KQ**,76664,2.42E+13,1,,4,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,57,2,3,1,6,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,1,2,1,2,,,,,,,,,,,,4,4,2,5,2,4,1,1,25,4,1,,2,2,,3,2,7,2,,,,,,2,3,2,3,2,3,2,2,2,3,1,4,2,2,2,2,2,3,1,3,2,3,2,2,40,5,1,3,2,2%,2 in 100,10,100,10 out of 50,5,1,9,64,1,2,2,2,2,2,2,2,1,4,3,4/19/43,6,Qual2331-0715RandomizerN200,,,782,new,,,1126499783,KgdVRtFeTWxDr0ppx59HFg**,76664,1.69E+13,1,,4,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,24,2,2,1,10,4,1,1,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,3,3,3,1,1,1000,1,2,,2,6,"its a market downturn, not fraud",1,2,2,2,,,,,,2,2,2,3,2,2,2,3,2,1,1,2,1,2,4,2,1,3,1,2,2,2,1,2,500,10,0.01,3,2,2% in 10 years ,2 in 100 in ten years,10,100,80,5,1,18%,64,1,3,2,3,3,4,3,4,4,3,4,12/1/75,3,Qual2331-0715RandomizerN200,,,642,new,,,1502408789,KgdVRtFeTWwl1XOvqElRbw**,76664,2.26E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,57,1,6,1,7,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,5,2,4,5,3,4,1,1,"I do not remember, too many years ago.",4,4,,2,4,,4,3,6,1,5,"2,3,5,6",Schemes to get rich fast with minimal investment amounts.,1,,4,2,2,2,4,2,2,1,2,4,2,4,2,3,2,1,2,4,2,4,2,4,2,1,400,1,1,3,2,1% in 5 years,1 in 100 in 5 years,10,100,80%,5,1,Unlikely,100,3,4,3,5,5,6,5,6,5,4,5,1/21/43,6,Qual2331-0715RandomizerN200,,,1991,new,,,1395496390,KgdVRtFeTWzOmuFtlYIETA**,76664,2.10E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,35,1,3,1,16,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,3,3,1,2,10000,4,2,,2,6,I knew the risk I was taking.,7,1,7,1,1,6,I was at work,2,,4,2,2,3,3,3,2,3,2,3,1,4,2,3,3,3,1,4,1,4,1,4,2,2,500,10,0.01,3,2,2% in Ten Years,1 in 50 in ten years,10,100,Don't Understand. Do yyou mean the chance of not getting the disease?,5,1,100%,64,3,4,4,4,4,4,4,4,4,4,3,12/7/64,4,Qual2331-0715RandomizerN200,,,868,new,,,1517620734,KgdVRtFeTWyxbI3E6-a52g**,76664,2.28E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,31,1,3,1,2,3,2,1,1,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,3,1,1,1000,4,4,,2,5,,4,1,6,1,5,"1,3",,5,Email saying I could make a million with a 200$ investment,2,3,1,3,3,3,2,3,3,3,2,2,2,3,3,4,2,3,3,3,3,3,2,4,500,10,0.1,3,2,2,2,10,1,80,5,1,1%,64,1,3,3,2,3,3,3,3,3,3,3,10/4/68,4,Qual2331-0715RandomizerN200,,,940,new,,,1552874992,KgdVRtFeTWx1iDcAmeEwLA**,76664,2.33E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,66,2,4,1,4,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,4,1,1,1500,4,1,,2,2,,3,2,6,1,2,"3,5",,1,,3,2,3,3,2,3,2,2,2,3,2,3,2,2,2,2,2,4,2,4,2,4,3,2,500,10,0.01,3,2,2%,1 in 50 years,10,100,1 in 5,5,1,90%,64,1,5,5,5,5,5,5,4,4,4,4,8/11/33,7,Qual2331-0715RandomizerN200,,,920,new,,,1527425434,KgdVRtFeTWw548j2IMR7Ew**,76664,2.30E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,59,1,3,1,5,5,2,2,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,3,3,1,6,20000,4,3,,2,2,,5,2,7,1,5,"2,3,5",,1,,4,1,3,2,4,1,2,2,3,4,2,3,2,3,3,2,1,4,1,4,1,4,3,1,500,10,0.001,3,2,1% in 5 years,2 in 100 in ten years,10,100,80 out of 100,5,1,100,64,3,5,5,5,4,4,5,5,4,4,3,4/25/41,6,Qual2331-0715RandomizerN200,,,2671,new,,,1576923418,KgdVRtFeTWxQ0ah_NCtfrg**,76664,2.37E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,24,1,4,1,11,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,3,3,3,4,4,3,1,0,0,5,2,,2,3,,4,4,4,2,,,,,,3,2,2,4,3,4,2,4,3,4,4,4,3,3,3,5,2,3,2,3,3,4,3,4,500,10,0.01,2,1,2,2,10,100,20,0.005,1,45,5,2,3,3,4,3,3,4,3,4,3,3,8/1/75,3,Qual2331-0715RandomizerN200,,,356,new,,,1501179205,KgdVRtFeTWwvh2vbcjO56w**,76664,2.26E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,57,1,3,1,6,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,2,2,1,1,2,,,,,,,,,,,,1,4,3,3,2,2,1,5,15000,2,4,,2,4,,4,2,7,1,1,2,,1,,4,2,3,2,3,2,1,2,3,5,1,4,2,2,3,3,2,4,2,3,2,4,2,3,500,1,1,3,2,2%,2,10,100,100,125,1,18%,64,1,3,3,3,3,3,3,2,4,4,4,12/24/42,6,Qual2331-0715RandomizerN200,,,1341,new,,,1539954784,KgdVRtFeTWzBMwlIR8IDCQ**,76664,2.31E+13,1,,4,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,33,2,3,2,4,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,1,1,10000,4,2,,2,4,,4,5,4,2,,,,,,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,6,100,2,2,2,a,b,1,100,2,50,2,10,3,2,5,4,3,4,5,4,5,4,4,3,7/8/67,4,Qual2331-0715RandomizerN200,,,386,new,,,1516734964,KgdVRtFeTWyj3WoNZeURpA**,76664,2.28E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,59,1,4,1,8,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,3,5,1,,2000,1,2,,2,2,,4,1,7,1,1,3,,1,,4,2,3,3,3,2,3,2,3,3,2,2,3,2,3,2,2,3,1,5,2,4,3,1,500,100.1,0.1,1,2,2%,2 in 10,10,100,80 out of 100,5,1,18,64,3,3,2,4,3,3,2,1,3,4,4,12/20/40,6,Qual2331-0715RandomizerN200,,,1680,new,,,1589034457,KgdVRtFeTWxUCsv6_8oIcA**,76664,2.39E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
