"ID","Age","Gender","Education","Race","Income","Health","PRAC1","PRAC2","PRAC3","X0_5_95","X0_10_90","X0_15_85","X0_20_80","X0_25_75","X0_30_70","X0_35_65","X0_40_60","X0_45_55","CATCH1","CATCH2","X0.5_5_95","X0.5_10_90","X0.5_15_85","X0.5_20_80","X0.5_25_75","X0.5_30_70","X0.5_35_65","X0.5_40_60","X0.5_45_55","CATCH1.1","CATCH2.1","n0.5_5_95","n0.5_10_90","n0.5_15_85","n0.5_20_80","n0.5_25_75","n0.5_30_70","n0.5_35_65","n0.5_40_60","n0.5_45_55","CATCH1.2","CATCH2.2","X5_5_95","X5_10_90","X5_15_85","X5_20_80","X5_25_75","X5_30_70","X5_35_65","X5_40_60","X5_45_55","CATCH1.3","CATCH2.3","n5_5_95","n5_10_90","n5_15_85","n5_20_80","n5_25_75","n5_30_70","n5_35_65","n5_40_60","n5_45_55","CATCH1.4","CATCH2.4","Q241","Q243","Q245","Q247","Q249","Q251","Q173","Q174","Q175","Q176","Q177","Q177_5_TEXT","Q178","Q179","Q179_6_TEXT","Q11","Q13","Q15","Q17","Q19","Q21","Q23","Q25","Q27","Q199_1","Q199_2","Q199_3","Q199_4","Q199_5","Q199_6","Q201_1","Q201_2","Q201_3","Q201_4","Q201_5","Q201_6","Q203_1","Q203_2","Q203_3","Q203_4","Q203_5","Q203_6","Q204_1","Q204_2","Q204_3","Q204_4","Q204_5","Q204_6","Q211","Q213","Q215","Q217","Q219","Q221","Q223","Q225_1","Q225_2","Q227","Q229","Q231","Q233","Q235","Q237","Q224","Q226","Q228","Q230","Q232","Q234","Q236","Q238","Q240","Q242","Q245.1"
104,49,"1","5","1","16","5","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","4","4","4","4","3","3","1","1","5000","4","2","","2","2","","4","1","7","2","","","","","","3","2","3","3","3","3","3","2","3","3","3","3","3","3","3","3","2","3","2","3","2","3","3","1","500","1","1","2","2","2","1 200","10","100","20","500","1","25","30","1","4","3","4","4","4","4","4","4","3","4","10/10/70"
105,57,"2","3","1","6","5","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","4","3","4","3","3","3","1","2","Donâ€™t remember","5","1","","2","1","","4","3","7","1","1","","","","","5","1","4","1","4","1","4","1","4","5","4","3","3","3","3","1","1","4","2","4","1","5","4","1","500","10","10","3","2","Donâ€™t know","Donâ€™t know","Not sure ","Not sure","Donâ€™t know","5","1","10","5","2","2","2","2","2","2","2","2","2","2","2","7/14/62"
106,81,"2","4","1","6","4","1","2","2","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","4","4","2","4","2","1","unknown","$5:00","4","5","","2","6","","4","3","7","2","","","","","","4","2","4","2","4","2","2","2","4","2","4","3","2","3","2","2","2","4","2","4","3","2","3","2","500","1","1","3","2","4-Jan","10-Jan","1","10","10","5","2","10","5","1","2","2","4","2","2","3","2","3","4","3","7/6/38"
107,84,"1","3","1","6","4","2","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","4","4","4","4","1","1","3000","2","1","","2","2","","6","1","7","2","","","","","","4","1","3","1","4","1","4","1","3","4","1","3","1","1","1","1","1","4","1","5","1","5","3","1","500","10","10","3","2","2%","2%","10","100","80","5","1","100%","64","1","4","4","4","4","4","4","3","3","4","3","2/13/35"
108,42,"2","3","2","3","3","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","4","4","4","4","4","2","1","1","500","3","1","","2","6","Family  member","7","1","7","2","","","","","","3","4","2","4","2","3","1","1","5","3","3","5","4","2","1","1","1","2","3","3","2","3","5","5","220","10","2","3","3","2","2","1","10","5","50","1","90","1","3","4","5","6","5","6","6","6","6","5","5","4/13/77"
109,76,"2","3","1","6","3","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","1","2","1","2","1","2","","","","","","","","","","","","4","4","2","5","2","4","1","1","25","4","1","","2","2","","3","2","7","2","","","","","","2","3","2","3","2","3","2","2","2","3","1","4","2","2","2","2","2","3","1","3","2","3","2","2","40","5","1","3","2","2%","2 in 100","10","100","10 out of 50","5","1","9","64","1","2","2","2","2","2","2","2","1","4","3","4/19/43"
110,43,"2","2","1","10","4","1","1","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","5","4","3","3","3","1","1","1000","1","2","","2","6","its a market downturn, not fraud","1","2","2","2","","","","","","2","2","2","3","2","2","2","3","2","1","1","2","1","2","4","2","1","3","1","2","2","2","1","2","500","10","0.01","3","2","2% in 10 years ","2 in 100 in ten years","10","100","80","5","1","18%","64","1","3","2","3","3","4","3","4","4","3","4","12/1/75"
111,76,"1","6","1","7","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","5","2","4","5","3","4","1","1","I do not remember, too many years ago.","4","4","","2","4","","4","3","6","1","5","2,3,5,6","Schemes to get rich fast with minimal investment amounts.","1","","4","2","2","2","4","2","2","1","2","4","2","4","2","3","2","1","2","4","2","4","2","4","2","1","400","1","1","3","2","1% in 5 years","1 in 100 in 5 years","10","100","80%","5","1","Unlikely","100","3","4","3","5","5","6","5","6","5","4","5","1/21/43"
112,54,"1","3","1","16","3","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","4","4","2","4","3","3","1","2","10000","4","2","","2","6","I knew the risk I was taking.","7","1","7","1","1","6","I was at work","2","","4","2","2","3","3","3","2","3","2","3","1","4","2","3","3","3","1","4","1","4","1","4","2","2","500","10","0.01","3","2","2% in Ten Years","1 in 50 in ten years","10","100","Don't Understand. Do yyou mean the chance of not getting the disease?","5","1","100%","64","3","4","4","4","4","4","4","4","4","4","3","12/7/64"
113,50,"1","3","1","2","3","2","1","1","","","","","","","","","","","","2","2","2","2","2","2","2","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","3","3","3","3","1","1","1000","4","4","","2","5","","4","1","6","1","5","1,3","","5","Email saying I could make a million with a 200$ investment","2","3","1","3","3","3","2","3","3","3","2","2","2","3","3","4","2","3","3","3","3","3","2","4","500","10","0.1","3","2","2","2","10","1","80","5","1","1%","64","1","3","3","2","3","3","3","3","3","3","3","10/4/68"
114,85,"2","4","1","4","5","2","2","2","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","2","4","4","4","4","4","1","1","1500","4","1","","2","2","","3","2","6","1","2","3,5","","1","","3","2","3","3","2","3","2","2","2","3","2","3","2","2","2","2","2","4","2","4","2","4","3","2","500","10","0.01","3","2","2%","1 in 50 years","10","100","1 in 5","5","1","90%","64","1","5","5","5","5","5","5","4","4","4","4","8/11/33"
115,78,"1","3","1","5","5","2","2","2","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","2","3","3","1","6","20000","4","3","","2","2","","5","2","7","1","5","2,3,5","","1","","4","1","3","2","4","1","2","2","3","4","2","3","2","3","3","2","1","4","1","4","1","4","3","1","500","10","0.001","3","2","1% in 5 years","2 in 100 in ten years","10","100","80 out of 100","5","1","100","64","3","5","5","5","4","4","5","5","4","4","3","4/25/41"
116,43,"1","4","1","11","3","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","3","3","3","4","4","3","1","0","0","5","2","","2","3","","4","4","4","2","","","","","","3","2","2","4","3","4","2","4","3","4","4","4","3","3","3","5","2","3","2","3","3","4","3","4","500","10","0.01","2","1","2","2","10","100","20","0.005","1","45","5","2","3","3","4","3","3","4","3","4","3","3","8/1/75"
117,76,"1","3","1","6","4","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","1","1","2","2","1","1","2","","","","","","","","","","","","1","4","3","3","2","2","1","5","15000","2","4","","2","4","","4","2","7","1","1","2","","1","","4","2","3","2","3","2","1","2","3","5","1","4","2","2","3","3","2","4","2","3","2","4","2","3","500","1","1","3","2","2%","2","10","100","100","125","1","18%","64","1","3","3","3","3","3","3","2","4","4","4","12/24/42"
118,52,"2","3","2","4","3","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","3","3","3","3","3","3","1","1","10000","4","2","","2","4","","4","5","4","2","","","","","","3","3","3","3","3","3","3","2","4","3","3","3","3","3","3","3","3","3","3","2","3","4","3","3","6","100","2","2","2","a","b","1","100","2","50","2","10","3","2","5","4","3","4","5","4","5","4","4","3","7/8/67"
119,78,"1","4","1","8","5","2","2","1","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","1","3","1","1","3","5","1","","2000","1","2","","2","2","","4","1","7","1","1","3","","1","","4","2","3","3","3","2","3","2","3","3","2","2","3","2","3","2","2","3","1","5","2","4","3","1","500","100.1","0.1","1","2","2%","2 in 10","10","100","80 out of 100","5","1","18","64","3","3","2","4","3","3","2","1","3","4","4","12/20/40"
120,28,"2","4","1","3","3","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","1","1","100","2","4","","2","2","","5","2","6","1","5","2,3","","1","","2","4","2","5","3","4","1","4","1","2","3","3","3","2","2","4","4","2","4","2","5","2","1","4","500","1","1","3","2","2%","2%","10","100","80%","1","1","Im not sure. ","128","3","4","2","4","4","5","2","5","5","4","4","2/16/91"
121,49,"2","4","1","4","5","1","2","2","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","5","3","4","2","1","5","2500","4","1","","2","1","","2","4","5","1","2","4","","1,2","","4","2","4","2","4","2","4","3","2","4","3","2","4","4","2","2","2","4","2","3","2","3","3","2","500","1000","1000","3","2","B","50","10","100","No","9995","1","9","14","2","3","2","2","2","2","2","2","3","3","2","11/8/69"
122,49,"2","4","1","8","4","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","2","2","2","2","1","2","4","5","5","4","3","3","1","1","2000","4","4","","2","1","","4","3","6","2","","","","","","4","1","3","3","3","2","2","2","2","2","2","3","2","2","2","2","1","3","1","3","1","3","2","1","330","1000","0.1","3","2","2","1 in 50","10","100","80%","5","1","1 in 18","64","1","5","2","4","4","5","3","5","5","4","4","10/11/69"
123,48,"2","4","3","6","5","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","4","4","5","2","4","4","1","2","$2,000 ","4","1","","2","2","","5","2","5","1","1","3","","3","","3","3","4","3","4","3","3","3","3","4","4","4","4","4","4","3","3","4","3","4","3","4","3","4","50","10","0.001","1","2","2%","2","10","100","80%","5","1","10","10","1","3","3","3","3","4","3","4","3","3","4","9/28/70"
124,36,"2","3","1","5","3","1","2","2","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","5","3","3","3","4","1","_Ÿè_0","0","5","2","","2","3","","1","1","1","1","1","","","","","1","1","1","3","5","2","1","2","1","2","2","2","1","2","2","1","1","3","2","3","1","1","1","1","1","1","4","2","1","Hygy","-","50","500","80","1","2","5","6","1","4","4","4","5","4","4","3","4","3","3","8/23/82"
125,78,"2","4","1","14","4","1","2","1","1","1","1","1","1","2","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","4","4","4","3","1","4?","can't remember","5","2","","2","2","","4","5","7","2","","","","","","4","2","3","2","3","2","1","2","2","3","2","2","2","2","2","2","2","3","1","4","2","4","2","2","500","10","0.001","3","2","2%","0.02%","10","100","80%","5","1","10%","64","3","4","4","4","2","3","3","4","4","4","3","1/4/41"
126,48,"1","6","1","13","3","1","2","1","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","3","3","3","3","1","1","1000000","4","2","","2","4","","4","4","4","2","","","","","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","3","500","10","0.1","3","2","2","1 in 50","10","100","80%","5","1","1 in 9","64","1","4","4","4","4","4","4","4","4","3","3","9/3/70"
127,30,"2","4","2","4","5","2","2","2","","","","","","","","","","","","2","2","2","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","1","idk","100+","2","3","","2","4","","4","4","4","1","10","6","at the mall ","1","","5","2","5","3","4","2","4","2","3","3","4","3","4","3","2","3","2","4","2","4","2","4","4","2","500","10","10","3","2","2%","2 in 100","1","10","80%","20","1","50%","128","3","5","5","5","5","5","5","5","5","4","4","8/17/88"
128,39,"1","2","1","1","3","2","2","1","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","2","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","2","3","1","3","2","1","1","4000","4","1","","2","4","","3","4","3","1","1","3","","5","A friend of a friend","2","2","2","3","2","2","2","2","1","2","2","2","2","2","2","2","3","4","2","3","3","3","2","2","500","200","100","1","1","20","50","1","10","50","333","2","5","7","2","1","1","2","2","2","3","2","3","2","3","6/12/80"
129,49,"1","4","1","11","5","1","1","2","2","2","1","1","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","5","4","5","4","3","1","2","2000","2","2","","2","2","","5","2","6","2","","","","","","4","2","3","4","4","2","3","2","2","3","2","2","2","2","2","2","1","2","1","2","1","2","3","2","500","10","0.1","3","2","2","1 in 50","10","100","80","5","1","50 percent","64","1","6","6","6","5","5","5","1","3","4","2","6/6/70"
130,54,"2","3","1","3","2","1","2","1","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","1","4","1500","4","3","","2","1","","4","5","6","1","4","3","","1,5","A email person","3","3","2","4","2","3","2","3","1","3","1","5","1","3","3","1","3","3","2","3","2","3","1","2","10","10","10","3","3","5%","10%","1","2%","2%100","10","1","5","5","2","3","3","4","3","3","3","4","6","5","1","4/1/65"
131,26,"2","2","2","7","5","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","3","5","5","5","5","2","1","2","300","3","2","","2","1","","7","1","7","2","","","","","","5","2","5","3","5","2","4","3","5","2","4","2","5","2","4","2","2","4","2","5","2","5","2","2","500","50","25","3","1","10%","1000","5","10","1 out of 5","1","1","1","10","2","5","5","6","6","6","6","6","6","5","5","7/26/92"
132,46,"2","3","5","4","2","1","2","2","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","5","2","2","2","1","3","80","2","1","","2","2","","1","5","6","1","1","4,6","Social media lottery","1","","2","3","2","4","1","4","1","3","1","2","1","4","2","3","2","3","2","2","1","3","3","2","2","4","500","0.1","0.001","3","2","2%","2","10","100","20%","5","1","9","64","1","2","2","2","2","2","2","2","1","3","1","4/19/73"
133,48,"2","5","1","14","3","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","4","3","4","4","4","4","1","5","7,000","4","2","","2","2","","3","2","6","2","","","","","","4","2","3","3","4","2","1","1","2","2","2","2","2","2","1","1","2","4","1","3","2","4","2","2","448","10","0.1","3","2","2%","1 in 50","10","100","20%","50","1","90%","64","1","3","3","3","2","3","2","4","4","4","2","1/31/71"
134,49,"2","5","3","10","3","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","1","2","2","2","1","2","","","","","","","","","","","","2","4","3","4","4","4","1","several","four thousand","1","","","2","4","","4","2","5","2","","","","","","2","2","2","2","3","2","2","2","2","3","2","3","2","2","2","2","1","3","1","3","2","3","2","1","500","10","0.1","3","2","2% in ten years","2 in 100 in ten years","10","100","80 out of 100","5","1","50%","64","1","4","4","4","3","4","3","4","4","4","3","1/1/70"
135,42,"2","4","3","4","4","2","2","2","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","2","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","2","4","3","4","5","3","1","2","800","3","1","","2","1","","1","2","4","1","1","2","","1","","4","2","5","5","3","3","3","2","4","2","3","4","4","3","4","2","1","3","2","3","1","3","2","1","5","10000","1","1","1","2%","1 in 200","10","100","20%","500","1","20% will definitely  has a tumor","32","3","4","3","3","4","4","3","4","3","3","4","8/17/76"
136,39,"1","4","1","15","5","1","1","2","2","2","2","1","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","1","4","4","4","1","1","1","4","4","","2","2","","1","1","7","1","1","6","BARAK HUSSEIN OBAMA PROMISED TO TAME THE BANKS, RIGHT THE AUTO DEBACLE, PRESERVE MY HEALTH INSURANCE, TEMPER A PROFLIGATE GOVERNMENT, REMOLD THE BUREAUCRACY...","5","THE ANTICHRIST","4","1","3","2","4","2","2","2","2","4","2","3","2","3","2","2","2","3","1","3","2","3","3","1","500","10","0.1","3","2","THIS IS GETTING TO BE DAMN ANNOYING","ISN'T THIS A GRAMMAR SCHOOL EXERCISE?","10","100","80% will not get the disease, but if it's not fatal anyway, 100% will survive","5","1","OKAY...  I have had enough.  No more DUKE inquiries.  No more legitimate reponses.  Keep the money.","0.1","3","1","1","1","1","1","1","1","1","5","5","5/8/80"
137,50,"2","4","1","16","4","1","2","1","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","5","5","4","5","1","1","1","10000","1","2","","2","2","","6","1","7","2","","","","","","4","1","4","1","5","1","1","1","3","4","3","1","1","2","2","2","1","5","1","4","1","4","4","1","500","10","1","2","2","2","1 in 50","10","100","80","5","1","18","7","2","5","6","6","6","6","6","6","6","5","5","12/18/68"
138,48,"1","5","1","16","3","2","2","2","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","4","4","3","3","1","2","2000","3","3","","2","1","","1","1","3","1","1","5","","1","","2","2","3","3","4","2","2","2","2","2","2","2","3","3","3","1","1","2","1","2","3","2","3","2","500","10","0.1","3","2","2%","2%","10","100","80%","2","1","18%","64","2","4","4","4","3","3","3","2","3","2","3","11/20/70"
139,45,"1","4","1","16","4","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","2","2","2","2","1","2","4","3","2","4","4","4","1","1","20000","4","1","","2","2","","3","3","6","2","","","","","","2","2","3","3","3","3","2","3","2","2","2","3","2","3","3","3","2","3","2","3","2","3","2","3","500","10","0.1","3","2","2","2","10","100","no","5","1","10","64","1","4","4","4","4","4","4","4","4","4","5","10/31/73"
140,34,"1","2","3","5","5","2","2","2","","","","","","","","","","","","","","","","","","","","","","","2","2","1","2","1","1","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","4","4","4","3","4","3","1","1","2000","4","1","","2","4","","7","1","3","2","","","","","","3","3","4","2","3","2","2","2","3","3","2","3","3","3","3","3","2","4","4","4","2","3","3","2","10","10","1","1","3","Not sure","Not sure","1","10","10","1000","1","100","1","1","5","4","4","4","4","4","4","5","4","4","11/13/84"
141,30,"2","4","1","9","4","2","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","4","4","2","4","1","1","900","1","2","","2","4","","5","3","6","2","","","","","","2","4","3","4","2","4","2","4","2","3","2","4","2","3","4","4","2","3","1","4","2","2","2","2","500","10","0.1","3","2","2%","1 in 50 in ten years","10","100","4 out of 5 or 80%","5","1","10%","64","3","5","3","4","2","2","3","5","6","4","4","1/25/89"
142,52,"2","3","1","7","5","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","1","1","2","2","2","2","1","2","3","4","4","4","3","3","1","2","1000","4","1","","2","2","","6","1","7","1","1","6","","5","Making money on small investment","4","2","4","2","4","2","3","2","4","4","2","2","2","2","2","2","1","4","2","4","1","4","2","1","500","100","1","3","2","2","2","10","100","20","1","1","1","100","1","3","1","3","1","4","1","6","5","5","2","6/22/67"
143,27,"2","4","4","3","5","1","2","2","","","","","","","","","","","","2","2","2","2","2","2","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","5","5","5","5","2","","","","","","","","","7","1","7","1","1","2","","1","","5","1","4","3","5","2","4","2","1","4","2","1","2","1","1","1","4","3","1","4","2","4","4","1","3000","100","1","3","2","1","1","10","100","1","10","1","9","7","3","1","4","4","3","4","3","4","3","5","3","4/16/92"
144,47,"2","3","1","8","3","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","2","3","3","3","3","3","3","2","","","","","","","","","6","1","6","1","1","6","I used to work in a bank","5","scammer","4","2","4","3","4","2","3","3","3","2","1","2","2","3","2","2","2","3","1","3","3","3","3","1","0","0","0","3","2","unknown","unknown","10","100","20%","5","1","unknown","0","2","1","1","1","1","1","1","1","1","1","1","1/3/72"
145,37,"1","3","3","4","3","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","2","2","1","1","2","1","2","3","3","4","5","4","4","1","4-5 times","Approximately 5000","5","3","","","","","4","4","6","1","10","1,2,3,4,5","","1","","3","4","3","5","3","4","2","4","2","2","3","4","2","4","4","4","3","4","1","4","3","3","2","4","500","10","0.1","3","2","1% in 5 years","1 in 50 in ten years","10","1001","1 in 5 chance","5","1","1 in 9","64","3","4","4","5","5","4","5","4","5","4","4","4/1/82"
146,48,"1","3","1","3","3","1","2","2","","","","","","","","","","","","2","2","2","2","2","2","2","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4","4","4","5","5","1","1","800","4","2","","","","","1","4","3","1","4","3","","1","","3","3","3","4","3","4","2","4","2","1","2","4","2","3","3","3","4","2","1","2","4","3","2","3","50","10","1","3","2","4","10","10","1","20","0","1","1","64","3","4","4","4","4","4","4","3","4","4","4","6/8/71"
147,36,"2","2","1","4","3","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","4","4","2","5","4","4","2","","","","","","","","","5","1","7","2","","","","","","2","3","2","3","3","3","2","2","4","1","2","4","2","3","3","1","4","1","2","1","5","2","2","3","40","1","1","3","2","2%","2 in 100","10","100","5%","5","1","5","64","1","4","3","5","3","3","4","4","3","4","3","4/11/83"
148,30,"2","2","1","3","5","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","2","2","2","1","2","1","1","2","4","3","3","4","2","2","2","","","","","","","","","5","1","7","2","","","","","","2","3","2","4","2","5","3","1","3","1","3","3","1","1","1","5","2","3","2","2","4","2","1","4","500","100","1","3","2","2%","2","10","100","20%","5","1","30%","64","3","3","3","4","3","4","3","5","5","5","3","4/20/89"
149,43,"2","3","1","3","5","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","1","2","1","2","1","1","2","","","","","","","","","","","","3","2","4","3","4","2","2","","","","","","","","","1","1","1","1","1","1","","3","","3","3","2","5","3","3","3","4","3","4","3","5","3","5","4","3","4","3","4","4","4","4","4","5","5","10","20","2","2","I dont know","I dont know","5","5","I dont know","25","1","I dont know","5","2","1","1","1","1","1","1","1","4","4","3","10/15/75"
150,46,"1","5","1","16","3","1","2","1","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","3","3","1","5","10000","1","2","","","","","4","2","7","2","","","","","","4","2","3","3","3","3","1","2","2","3","1","3","2","2","3","3","1","4","1","4","2","4","1","1","500","10","0.01","3","2","2% in 10 years","2 in 100 in 10 years","10","100","80%","5","1","90%","64","1","6","6","6","6","6","6","4","4","4","3","6/9/73"
151,45,"2","4","1","3","3","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","2","1","2","3","4","3","3","5","4","2","","","","","","","","","4","1","6","2","","","","","","2","2","2","3","4","2","2","2","2","2","2","3","2","3","2","2","2","3","2","2","2","2","2","2","500","2","0.01","3","2","2%","2 in 100","10","100","80%","5","1","8","30","1","4","4","4","3","3","3","4","4","3","3","10/1/73"
152,48,"2","4","1","7","3","1","2","2","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","3","4","4","4","5","4","1","2","50000","3","2","","","","","1","1","7","2","","","","","","3","4","2","4","3","3","2","3","2","2","1","4","2","4","4","3","1","3","2","4","1","3","3","2","500","10","1","3","2","2%","2 in 100","10","100","80%","5","1","10%","10","1","3","3","4","3","4","2","5","3","5","4","7/5/71"
153,40,"1","2","1","5","3","2","2","2","1","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","2","","","","","","","","","4","4","4","2","","","","","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","50","20","2","2","1","2","3","1","10","Not sure ","2","2","Not sure ","2","1","4","4","4","4","4","4","4","4","4","3","12/9/77"
154,53,"2","2","1","3","5","2","2","1","","","","","","","","","","","","2","2","2","2","1","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","2","","","","","","","","","1","7","1","1","1","2","","1","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","0","0","2","1","3","2","3","3","20","3","1","8","3","3","1","1","1","1","1","1","1","1","5","3","11/25/65"
155,49,"1","5","1","16","4","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","3","4","4","4","4","4","2","","","","","","","","","5","2","5","2","","","","","","2","2","3","2","3","2","2","2","2","3","2","2","2","2","2","2","1","4","2","4","2","4","2","1","500","10","0.1","3","2","2%","2%","10","100","80%","5","1","50%","64","1","5","5","5","5","5","5","3","4","4","4","10/19/69"
